question,code,product_name,category
Can I find a smoked fish product that contains only salmon and salt?,8718265753600,Biologische Gerookte Zalm,discovery
Is there any allergen information for AH Bio smoked salmon?,8718265753600,Biologische Gerookte Zalm,allergen
What are the primary ingredients in Meetlyke's Veganes Kassler?,4032277007044,Veganes Kassler,ingredient
How many grams of protein are in 100g of Veganes Kassler by Meetlyke?,4032277007044,Veganes Kassler,nutrition
Is there any coconut oil used in Meetlyke's Veganes Kassler?,4032277007044,Veganes Kassler,ingredient
What are the main ingredients in La Bio Idea's arrabiata pasta sauce?,8717496903938,Organic pasta sauce arrabiata,ingredient
How many calories are there in 100g of Organic pasta sauce arrabiata from La Bio Idea?,8717496903938,Organic pasta sauce arrabiata,nutrition
Is there chili in La Bio Idea's Organic arrabiata sauce?,8717496903938,Organic pasta sauce arrabiata,allergen
What are the main ingredients in Emile Noel's Bearnaise sauce?,3291960012401,SAUCE BEARNAISE,ingredient
Does Emile Noel's Bearnaise sauce contain any milk?,3291960012401,SAUCE BEARNAISE,allergen
What is the fat content per 100g in Emile Noel's Bearnaise sauce?,3291960012401,SAUCE BEARNAISE,nutrition
What are the ingredients in Funyuns snacks?,5000328261614,funyuns,ingredient
Are Funyuns suitable for vegetarians?,5000328261614,funyuns,allergen
How much fat is in a serving of Funyuns?,5000328261614,funyuns,nutrition
What is the main ingredient in La Tacoulienne's fig jam?,3445450001073,Confiture extre figue de Solliès,ingredient
How many calories are there in 100 grams of Confiture extre figue de Solliès?,3445450001073,Confiture extre figue de Solliès,nutrition
Can I find a plant-based sweet spread made with figs from La Tacoulienne?,3445450001073,Confiture extre figue de Solliès,product_lookup
What are the key ingredients in Foodspring's whey protein?,4260363482059,WHEY PROTEIN,ingredient
How much protein is found in 100g of Foodspring's whey protein powder?,4260363482059,WHEY PROTEIN,nutrition
Does Foodspring’s whey protein contain any allergens like gluten or egg?,4260363482059,WHEY PROTEIN,allergen
What is the ingredient list for Essential Eating's Sprouted Whole Grain Bread?,0071214162136,Sprouted Whole Grain Bread,ingredient
How many calories are in 100g of Sprouted Whole Grain Bread by Essential Eating?,0071214162136,Sprouted Whole Grain Bread,nutrition
Is Essential Eating's Sprouted Whole Grain Bread suitable for a vegetarian diet?,0071214162136,Sprouted Whole Grain Bread,discovery
What brand makes a chocolate marble cake with fresh butter?,3178530406573,Gâteau marbré au chocolat au beurre frais,product_lookup
Does Gâteau marbré au chocolat au beurre frais contain eggs?,3178530406573,Gâteau marbré au chocolat au beurre frais,allergen
What are the main ingredients in Bonne Maman's marble chocolate cake?,3178530406573,Gâteau marbré au chocolat au beurre frais,ingredient
How many calories are there in 100 grams of Bonne Maman's marble chocolate cake?,3178530406573,Gâteau marbré au chocolat au beurre frais,nutrition
Is there a chocolate cake that includes fresh butter and has 9% chocolate content?,3178530406573,Gâteau marbré au chocolat au beurre frais,discovery
Can I find a snack that has 30g of sugars per 100g and is a chocolate marble cake?,3178530406573,Gâteau marbré au chocolat au beurre frais,constraint
How does the sugar content of Bonne Maman's marble chocolate cake compare to other similar cakes?,3178530406573,Gâteau marbré au chocolat au beurre frais,comparison
What is the nutrition information for Young's breaded cod fillets?,5000205047294,Youngs Chip Shop Cod 4pk,nutrition
Does Young's Chip Shop Cod contain any allergens?,5000205047294,Youngs Chip Shop Cod 4pk,allergen
What ingredients are in Young's breaded fish products?,5000205047294,Youngs Chip Shop Cod 4pk,ingredient
What brand offers a protein nut granola with almond butter?,0850047220875,Protein nut granola almond butter,product_lookup
Is there a granola that contains both almond butter and pecans?,0850047220875,Protein nut granola almond butter,ingredient
How much protein does Nutrail's almond butter granola have per 100 grams?,0850047220875,Protein nut granola almond butter,nutrition
Which granola mixes contain whey protein concentrate?,0850047220875,Protein nut granola almond butter,discovery
Can I find a breakfast cereal that is rich in protein and low in sugar?,0850047220875,Protein nut granola almond butter,constraint
How does the protein content of Nutrail's almond butter granola compare to other nut-based cereals?,0850047220875,Protein nut granola almond butter,comparison
What are the main ingredients in Petit Furet's gummi candies?,26038728,Remix gélifiés,ingredient
Does Remix gélifiés contain any milk or gluten?,26038728,Remix gélifiés,allergen
How many calories are there in 100g of Petit Furet's sweet snacks?,26038728,Remix gélifiés,nutrition
What are the ingredients in Cookie Bros. O•Mochi Mango ice cream?,4260611590055,O•Mochi Mango,ingredient
Does O•Mochi Mango contain any allergens like nuts?,4260611590055,O•Mochi Mango,allergen
How many calories are in 100 grams of Cookie Bros. mango mochi?,4260611590055,O•Mochi Mango,nutrition
What are the main ingredients in La Cocinera's empanadillas de atún?,8434702001133,Empanadillas de Atún,ingredient
Does La Cocinera empanadillas de atún contain any allergens?,8434702001133,Empanadillas de Atún,allergen
What is the protein content in La Cocinera's empanadillas de atún?,8434702001133,Empanadillas de Atún,nutrition
What are the ingredients in Wellesley Farms organic applesauce pouches?,0888670083086,Organic Applesauce Pouches,ingredient
How many calories are in 100g of organic applesauce pouches?,0888670083086,Organic Applesauce Pouches,nutrition
Is there any added sugar in Wellesley Farms fruit puree products?,0888670083086,Organic Applesauce Pouches,constraint
What are the ingredients in the Leader Price burrito kit?,3263850459092,Kit pour Burritos,ingredient
Is there gluten in the burrito kit from Leader Price?,3263850459092,Kit pour Burritos,allergen
How many calories are in 100g of the Leader Price burrito kit?,3263850459092,Kit pour Burritos,nutrition
What brand offers a smoky flavored hamburger made from 87% Piedmontese beef?,8016182000112,Hambugher delicatamente affumicato,product_lookup
What are the ingredients in Carnitalia's delicately smoked hamburger?,8016182000112,Hambugher delicatamente affumicato,ingredient
Does Hambugher delicatamente affumicato contain any allergens?,8016182000112,Hambugher delicatamente affumicato,allergen
What is the protein content per 100g in the smoked hamburger by Carnitalia?,8016182000112,Hambugher delicatamente affumicato,nutrition
How does the fat content of Carnitalia's delicately smoked hamburger compare to regular beef hamburgers?,8016182000112,Hambugher delicatamente affumicato,comparison
Can I find a hamburger that contains both beef and vegetable fibers?,8016182000112,Hambugher delicatamente affumicato,discovery
Is there a hamburger product that has less than 2g of salt per 100g?,8016182000112,Hambugher delicatamente affumicato,constraint
What are the main ingredients in Nestlé's Sveltesse protein powder?,8410100012636,Sveltesse,ingredient
How many calories are there in 100g of Sveltesse by Nestlé?,8410100012636,Sveltesse,nutrition
Does Sveltesse contain any sugars or salt?,8410100012636,Sveltesse,nutrition
What are the main ingredients in Good & Gather's Marinara sauce?,0085239110492,Marinara,ingredient
How many calories are in Good & Gather's Marinara sauce per 100g?,0085239110492,Marinara,nutrition
Is there any salt in Good & Gather Marinara sauce?,0085239110492,Marinara,allergen
What are the ingredients in Body Attack's American BBQ Sauce?,4250350520819,Body Attack American BBQ Sauce Merken,ingredient
How many calories are in Body Attack's American BBQ Sauce?,4250350520819,Body Attack American BBQ Sauce Merken,nutrition
Is there any sugar in Body Attack's American BBQ Sauce?,4250350520819,Body Attack American BBQ Sauce Merken,nutrition
Can you tell me the ingredients in Maringuitos salty snacks?,8436019920053,Maringuitos,ingredient
What is the protein content per 100g in Maringuitos?,8436019920053,Maringuitos,nutrition
Are there any allergens in Maringuitos salted snacks?,8436019920053,Maringuitos,allergen
What are the main ingredients in Takkec's jambon a l’ancienne?,2264757044153,Jambon a l’ancienne,ingredient
How much salt is present in Takkec's prepared ham?,2264757044153,Jambon a l’ancienne,nutrition
Does Takkec's jambon a l’ancienne contain gluten?,2264757044153,Jambon a l’ancienne,allergen
What baby food has turkey and sweet potatoes from Gerber?,0015000073282,Mealtime for Baby power blend Turkey Rice,product_lookup
Does Gerber's Mealtime for Baby contain wheat as an allergen?,0015000073282,Mealtime for Baby power blend Turkey Rice,allergen
How many calories are in Gerber's baby food blend with turkey and rice?,0015000073282,Mealtime for Baby power blend Turkey Rice,nutrition
What are the key ingredients in Granini's Minty Melon juice?,4048517678974,Minty Melon,ingredient
How many calories are in a 100g serving of Granini's fruit-based beverages?,4048517678974,Minty Melon,nutrition
Is Granini's Minty Melon juice suitable for a vegan diet?,4048517678974,Minty Melon,discovery
What are the main ingredients in Picard's chocolate mini-merveilleux?,3270160822720,6 Mini-Merveilleux au chocolat,ingredient
Are there any allergens in Picard's 6 Mini-Merveilleux au chocolat?,3270160822720,6 Mini-Merveilleux au chocolat,allergen
What is the energy content per 100g of 6 Mini-Merveilleux au chocolat by Picard?,3270160822720,6 Mini-Merveilleux au chocolat,nutrition
What are the ingredients in Picard's breaded chicken sticks?,3270160202461,Bâtonnets de poulet panés,ingredient
Is there gluten in Bâtonnets de poulet panés from Picard?,3270160202461,Bâtonnets de poulet panés,allergen
How many calories are in 100g of Picard's chicken preparation?,3270160202461,Bâtonnets de poulet panés,nutrition
What are the main ingredients in M&S Food's Chocolate Crunch cereal?,29308217,Chocolate Crunch,ingredient
Does Chocolate Crunch from M&S Food contain any allergens?,29308217,Chocolate Crunch,allergen
How many grams of protein are there in 100g of M&S Food's Chocolate Crunch?,29308217,Chocolate Crunch,nutrition
What are the ingredients in the Alpen-Vollmilch Schokohase with hazelnuts?,4337256136860,Alpen-Vollmilch Schokohase mit Haselnüssen,ingredient
Does Alpen-Vollmilch Schokohase contain any allergens?,4337256136860,Alpen-Vollmilch Schokohase mit Haselnüssen,allergen
How many calories are in 100 grams of Bergland's Alpen-Vollmilch Schokohase?,4337256136860,Alpen-Vollmilch Schokohase mit Haselnüssen,nutrition
What flavored milk contains almond aroma from the Candia brand?,6091002022002,Candia Perette Lait Aromatise Amande,product_lookup
Does Candia's milk with almond flavor contain any allergens?,6091002022002,Candia Perette Lait Aromatise Amande,allergen
How many calories are in Candia Perette almond flavored milk?,6091002022002,Candia Perette Lait Aromatise Amande,nutrition
What frozen dessert options do you have that are gluten-free and made by Unilever?,8711327580244,Calippo,discovery
Can you tell me the ingredients of Calippo ice pops?,8711327580244,Calippo,ingredient
How many calories are in Wall's Calippo orange-flavored ice pops?,8711327580244,Calippo,nutrition
What unique ingredients does AH's green salad with apple and witlof contain?,8718906114340,appel witlof groene salade,ingredient
Does AH's appel witlof groene salade contain any allergens?,8718906114340,appel witlof groene salade,allergen
How many calories are there in 100g of AH's witlof and apple salad?,8718906114340,appel witlof groene salade,nutrition
What are the ingredients in Meadow Fresh's potato salad with crème fraîche?,20651756,Potato Salad with Crème Fraîche,ingredient
Is there any fish or nuts in the potato salad from Meadow Fresh?,20651756,Potato Salad with Crème Fraîche,allergen
How many calories does the potato salad with crème fraîche have per 100g?,20651756,Potato Salad with Crème Fraîche,nutrition
What are the main ingredients in Iberitos' Pastel de cabracho?,8436561578795,Pastel de cabracho,ingredient
How much fat is in Iberitos Pastel de cabracho per 100g?,8436561578795,Pastel de cabracho,nutrition
Does Iberitos Pastel de cabracho contain any allergens?,8436561578795,Pastel de cabracho,allergen
What is the protein content of British Lighter Mature Grated Cheese?,4088600046709,British Lighter Mature Grated Cheese,nutrition
Does British Lighter Mature Grated Cheese contain potato starch?,4088600046709,British Lighter Mature Grated Cheese,ingredient
Is there a low-fat grated cheese option in the British Lighter range?,4088600046709,British Lighter Mature Grated Cheese,discovery
What are the nutritional values per 100g for Planet brand hemp seeds?,4779035851104,Graines de chanvre,nutrition
Which product contains organic hulled hemp seeds from the EU?,4779035851104,Graines de chanvre,product_lookup
Are there any sugars in Planet's hulled hemp seeds?,4779035851104,Graines de chanvre,nutrition
What are the ingredients in Marie's balsamic vinaigrette?,0071840091121,BALSAMIC VINAIGRETTE,ingredient
How many calories are in 100g of Marie's balsamic vinaigrette?,0071840091121,BALSAMIC VINAIGRETTE,nutrition
Does Marie's balsamic vinaigrette contain any allergens?,0071840091121,BALSAMIC VINAIGRETTE,allergen
What are the ingredients in Penny's salted potato chips?,28079484,Kartoffelchips mit Salz,ingredient
How many calories are in Kartoffelchips mit Salz by Penny?,28079484,Kartoffelchips mit Salz,nutrition
Are there any salty snacks that contain 35g of fat per 100g?,28079484,Kartoffelchips mit Salz,discovery
What are the main ingredients in Kite Hill's chive cream cheese alternative?,0856624004098,chive cream cheese alternative,ingredient
Does Kite Hill's chive cream cheese alternative contain any allergens?,0856624004098,chive cream cheese alternative,allergen
How much fat is in Kite Hill's chive cream cheese alternative per 100g?,0856624004098,chive cream cheese alternative,nutrition
What are the ingredients in Sports Research Creatine Monohydrate?,0023249093367,Creatine Monohydrate,ingredient
Is the micronized creatine powder from Sports Research gluten-free?,0023249093367,Creatine Monohydrate,allergen
What is the energy content per 100g of Creatine Monohydrate by Sports Research?,0023249093367,Creatine Monohydrate,nutrition
What are the ingredients in Ketterer's wholemeal spelt tostadas?,8427207100159,Tostadas de espelta,ingredient
How many calories are in Ketterer spelt bread?,8427207100159,Tostadas de espelta,nutrition
Does Ketterer's tostadas contain any allergens?,8427207100159,Tostadas de espelta,allergen
What are the ingredients in Kit Kat's Green Tea Matcha snack?,42370437,Green Tea Matcha,ingredient
Does Kit Kat's Green Tea Matcha contain any allergens?,42370437,Green Tea Matcha,allergen
How much sugar is in Kit Kat Green Tea Matcha per 100g?,42370437,Green Tea Matcha,nutrition
What is the calorie content of Bell & Evans breaded chicken breast tenders per 100g?,0738985271800,Breaded Chicken Breast Tenders,nutrition
Are there any sugars in Bell & Evans breaded chicken tenders?,0738985271800,Breaded Chicken Breast Tenders,ingredient
Does Bell & Evans breaded chicken breast tenders contain any soy ingredients?,0738985271800,Breaded Chicken Breast Tenders,allergen
What are the main ingredients in Nature Valley's crunchy cinnamon granola?,0016000432697,Granola Crunchy Cinnamon,ingredient
How many calories are there in 100 grams of Nature Valley granola with cinnamon?,0016000432697,Granola Crunchy Cinnamon,nutrition
Is there any salt in Nature Valley's crunchy cinnamon granola?,0016000432697,Granola Crunchy Cinnamon,allergen
What are the main ingredients in UNREAL's dark chocolate almond butter cups?,0857484006307,dark chocolate almond butter cups,ingredient
Does UNREAL's dark chocolate almond butter cups contain any allergens?,0857484006307,dark chocolate almond butter cups,allergen
How many calories does UNREAL's dark chocolate almond butter cups have per 100g?,0857484006307,dark chocolate almond butter cups,nutrition
What are the ingredients in Coop Fine Food's Gelato Fior di Latte?,7610845342437,Gelato Fior di Latte,ingredient
Is there any milk present in Gelato Fior di Latte by Coop Fine Food?,7610845342437,Gelato Fior di Latte,allergen
How many calories are in 100 grams of Coop Fine Food Gelato Fior di Latte?,7610845342437,Gelato Fior di Latte,nutrition
What frozen food options does Lean Cuisine offer that include herb roasted chicken?,0013800166081,Herb Roasted Chicken,product_lookup
Does Herb Roasted Chicken by Lean Cuisine contain any milk allergens?,0013800166081,Herb Roasted Chicken,allergen
How many calories are there in 100g of Lean Cuisine's Herb Roasted Chicken?,0013800166081,Herb Roasted Chicken,nutrition
What are the main ingredients in Globus's Bratapfel Sahne Torte to go?,2070000218536,Bratapfel Sahne Torte to go,ingredient
Is there milk in Globus's Bratapfel Sahne Torte to go?,2070000218536,Bratapfel Sahne Torte to go,allergen
What is the calorie content per 100g of the Bratapfel Sahne Torte to go by Globus?,2070000218536,Bratapfel Sahne Torte to go,nutrition
What are the ingredients in Monoprix's cooked chicken breast slices?,3350030206529,Blanc de poulet,ingredient
How much salt is in the cooked chicken breast slices from Monoprix P'tit Prix?,3350030206529,Blanc de poulet,nutrition
What distinguishes Blanc de poulet from other poultry hams?,3350030206529,Blanc de poulet,discovery
What is the protein content in Bauernglück's Hänchen-Geschnetzeltes?,29067756,Hänchen-Geschnetzeltes,nutrition
Can you tell me the ingredients for Meine Metzgerei's chicken breast product?,29067756,Hänchen-Geschnetzeltes,ingredient
Is there any salt in GEKA's Hänchen-Geschnetzeltes?,29067756,Hänchen-Geschnetzeltes,allergen
What are the ingredients in Ehrmann's Vanille Traum Ice Cream Style Orange Caprio?,4002971395907,Vanille Traum Ice Cream Style Orange Caprio,ingredient
Does Vanille Traum Ice Cream Style Orange Caprio contain any allergens?,4002971395907,Vanille Traum Ice Cream Style Orange Caprio,allergen
How many calories are in 100 grams of Ehrmann's Vanille Traum Ice Cream Style Orange Caprio?,4002971395907,Vanille Traum Ice Cream Style Orange Caprio,nutrition
What are the ingredients in Kendamil's baby rice?,5056000505460,Smooth Baby Rice,ingredient
How many calories are in Smooth Baby Rice from Kendamil?,5056000505460,Smooth Baby Rice,nutrition
Is there any sugar in Kendamil Smooth Baby Rice?,5056000505460,Smooth Baby Rice,nutrition
What are the main ingredients in Loyd Grossman's Korma Sauce?,5000354159558,Loyd Grossman Korma Sauce,ingredient
Does Loyd Grossman's Korma Sauce contain any allergens?,5000354159558,Loyd Grossman Korma Sauce,allergen
How many calories are in 100 grams of Loyd Grossman Korma Sauce?,5000354159558,Loyd Grossman Korma Sauce,nutrition
What are the ingredients in the Zombie Twisted Orange fruit bar?,5060319171117,TWISTED ORANGE,ingredient
How many calories are in a 100g serving of Twisted Orange by Zombie?,5060319171117,TWISTED ORANGE,nutrition
Are there any allergens in the Zombie Twisted Orange snack bar?,5060319171117,TWISTED ORANGE,allergen
What are the ingredients in ST DALFOUR Apricot Fruit Spread?,0084380957543,Apricot Fruit Spread,ingredient
Is there any protein in ST DALFOUR's fruit spread?,0084380957543,Apricot Fruit Spread,nutrition
How many calories are in ST DALFOUR's apricot jam?,0084380957543,Apricot Fruit Spread,nutrition
What baby food from Blédina is suitable for infants starting at 8 months?,3041090846496,IDEES DE MAMAN BOLS 2x200g Petits pois à la provençale Dès 8 mois,product_lookup
Can you tell me what vegetables are in the Idées de Maman petits pois à la provençale?,3041090846496,IDEES DE MAMAN BOLS 2x200g Petits pois à la provençale Dès 8 mois,ingredient
Is there any milk allergen in the 200g bowls of petits pois à la provençale?,3041090846496,IDEES DE MAMAN BOLS 2x200g Petits pois à la provençale Dès 8 mois,allergen
What is the protein content of the petits pois à la provençale baby food by Idées de Maman?,3041090846496,IDEES DE MAMAN BOLS 2x200g Petits pois à la provençale Dès 8 mois,nutrition
What are the main ingredients in Sainsbury's tuna steak in spring water?,00198639,Tuna steak in spring water,ingredient
How many calories are in Sainsbury's tuna steak packed in spring water per 100g?,00198639,Tuna steak in spring water,nutrition
Is Sainsbury's tuna steak in spring water gluten-free?,00198639,Tuna steak in spring water,allergen
What are the main ingredients in Todis' classic salty crackers?,8025916116692,Crackers salati classici,ingredient
How much fat is in Todis crackers per 100g?,8025916116692,Crackers salati classici,nutrition
Do Todis' classic salty crackers contain any allergens?,8025916116692,Crackers salati classici,allergen
What are the main ingredients in Marque Repère's breaded Alaska pollock?,3564700798027,Filets de colin d'Alaska panure saveur corn flakes,ingredient
How many calories are in Filets de colin d'Alaska panure saveur corn flakes?,3564700798027,Filets de colin d'Alaska panure saveur corn flakes,nutrition
What are the ingredients in Kellogg's chocolate flavored breakfast cereals?,5053827203807,Céréales Extra Kellogg's Chocolat au Lait,ingredient
Does Kellogg's Céréales Extra contain any allergens?,5053827203807,Céréales Extra Kellogg's Chocolat au Lait,allergen
How many calories are in Kellogg's Chocolat au Lait cereal?,5053827203807,Céréales Extra Kellogg's Chocolat au Lait,nutrition
What sweet confectionery contains 4% liquorice and is made by Rheila?,4009077555051,Lakritz Hütchen,product_lookup
Does Lakritz Hütchen by Rheila contain any allergens such as nuts or dairy?,4009077555051,Lakritz Hütchen,allergen
How much sugar is in Rheila's Lakritz Hütchen?,4009077555051,Lakritz Hütchen,nutrition
What are the ingredients in Migros Yogurt with mango and passion fruit?,7613269878919,"Skyr Icelandic Style , Mangue-Passion",ingredient
"Is there any milk in Migros, You's Skyr with mango and passion fruit?",7613269878919,"Skyr Icelandic Style , Mangue-Passion",allergen
"How many calories are in Skyr Icelandic Style, Mangue-Passion by Migros?",7613269878919,"Skyr Icelandic Style , Mangue-Passion",nutrition
What are the ingredients in LA LIMOUSINE's Grignotins kasher?,3498940012332,Grignotins kasher,ingredient
How much fat is in Grignotins kasher frozen food?,3498940012332,Grignotins kasher,nutrition
Is there any sugar in LA LIMOUSINE's Grignotins kasher?,3498940012332,Grignotins kasher,nutrition
What are the main ingredients in E.Leclerc's chocolate tartlets?,2000000018591,Tartelettes choco x 2,ingredient
How many calories are there in a 100g serving of Tartelettes choco x 2?,2000000018591,Tartelettes choco x 2,nutrition
Are there any allergens in E.Leclerc's sweet chocolate tartlets?,2000000018591,Tartelettes choco x 2,allergen
What are the main ingredients in Oscar Mayer's slow roasted roast beef?,0044700030394,Deli Fresh Slow Roasted Roast Beef,ingredient
How many calories are in 100 grams of Deli Fresh Slow Roasted Roast Beef?,0044700030394,Deli Fresh Slow Roasted Roast Beef,nutrition
Is there any honey in Oscar Mayer's Deli Fresh Slow Roasted Roast Beef?,0044700030394,Deli Fresh Slow Roasted Roast Beef,allergen
What is the energy content in U's Côte de porc per 100g?,0253001000009,"Côte de porc, France, 1 pièce",nutrition
Does Côte de porc from U contain any sugars?,0253001000009,"Côte de porc, France, 1 pièce",nutrition
What type of meat is the Côte de porc from France?,0253001000009,"Côte de porc, France, 1 pièce",ingredient
What are the ingredients in M&S's spinach and apple juice drink?,00030014,"Apple, Coconut Water, Cucumber, Spinach",ingredient
How many calories are in M&S's coconut water and cucumber smoothie?,00030014,"Apple, Coconut Water, Cucumber, Spinach",nutrition
Is there any added sugar in M&S's apple and coconut water beverage?,00030014,"Apple, Coconut Water, Cucumber, Spinach",constraint
What are the main ingredients in Classico Italiano's Organic Arrabbiata sauce?,8029363759419,Organic Arrabbiata sauce,ingredient
How many calories are in 100g of Organic Arrabbiata sauce by Classico Italiano?,8029363759419,Organic Arrabbiata sauce,nutrition
Is there any organic extra virgin olive oil used in Classico Italiano's arrabbiata sauce?,8029363759419,Organic Arrabbiata sauce,ingredient
What are the ingredients in Marque Repère's light mayonnaise in a tube?,3564700753484,Mayonnaise allégée - tube,ingredient
How many calories are there in 100g of Rustica's low-fat mayonnaise?,3564700753484,Mayonnaise allégée - tube,nutrition
Is there any mustard in Marque Repère's light mayonnaise?,3564700753484,Mayonnaise allégée - tube,ingredient
What are the main ingredients of Fiddler's Lancashire Crisps?,5060255520062,Lancashire Crisps Sea Salt,ingredient
How many calories are in a 100g serving of Lancashire Crisps from Fiddler's?,5060255520062,Lancashire Crisps Sea Salt,nutrition
Are there any added sugars in Fiddler's Lancashire Crisps Sea Salt?,5060255520062,Lancashire Crisps Sea Salt,allergen
What are the ingredients in Damiano's Braunes Mandelmus?,4337256677028,Braunes Mandelmus,ingredient
Is there any almond butter that contains nuts as allergens?,4337256677028,Braunes Mandelmus,allergen
How many calories are in Rewe Bio almond butter?,4337256677028,Braunes Mandelmus,nutrition
What baby food contains 8 cereals and fruit from Hero Baby?,8410175073686,8 cereales y fruta,product_lookup
Is there a baby food that includes whole grains like spelt and rye?,8410175073686,8 cereales y fruta,ingredient
How many calories are in Hero Baby's 8 cereales y fruta per 100g?,8410175073686,8 cereales y fruta,nutrition
What baby cereal has the lowest amount of sugar?,8410175073686,8 cereales y fruta,comparison
Are there any baby cereals that provide vitamins like C and D?,8410175073686,8 cereales y fruta,discovery
What is the salt content in Hero Baby's 8 cereales y fruta?,8410175073686,8 cereales y fruta,nutrition
What are the ingredients in Govinda's Rote Bete Pulver?,4038507006191,Rote Bete Pulver,ingredient
How many calories are in 100g of Govinda's beetroot powder?,4038507006191,Rote Bete Pulver,nutrition
Is Govinda's Rote Bete Pulver suitable for a vegan diet?,4038507006191,Rote Bete Pulver,discovery
What are the main ingredients in Intermarché's apple turnovers?,0000155011159,Mini chaussons à la compote de pomme,ingredient
Does Intermarché's Mini chaussons à la compote de pomme contain any allergens?,0000155011159,Mini chaussons à la compote de pomme,allergen
How many calories are there in 100g of Mini chaussons à la compote de pomme by Intermarché?,0000155011159,Mini chaussons à la compote de pomme,nutrition
What is the nutritional information for Cité Marine's Filets entiers de limande du nord?,3492500053360,Filets entiers de limande du nord,nutrition
Does Cité Marine's Filets entiers de limande du nord contain any gluten?,3492500053360,Filets entiers de limande du nord,allergen
What ingredients are used in the breaded Filets entiers de limande du nord by Cité Marine?,3492500053360,Filets entiers de limande du nord,ingredient
What are the main ingredients in GOLDEN's muesli with apples and almonds?,3168930010975,Muesli avec pommes et amandes,ingredient
Does GOLDEN's muesli with fruits contain any gluten?,3168930010975,Muesli avec pommes et amandes,allergen
How many calories are there in 100g of GOLDEN muesli avec pommes et amandes?,3168930010975,Muesli avec pommes et amandes,nutrition
What are the main ingredients in Magic mix snacks?,5010511479535,Magic mix,ingredient
How many calories and sugars does Magic mix contain per 100g?,5010511479535,Magic mix,nutrition
Is there any fat in Magic mix sweet snacks?,5010511479535,Magic mix,nutritional
What are the ingredients in the Einhorn Waffelhörnchen ice cream cone?,4061459147636,Einhorn Waffelhörnchen,ingredient
How many calories are in 100g of Einhorn's frozen dessert?,4061459147636,Einhorn Waffelhörnchen,nutrition
Is Einhorn Waffelhörnchen suitable for people with gluten allergies?,4061459147636,Einhorn Waffelhörnchen,allergen
What are the ingredients in McCain I cubettoni frozen potatoes?,8710438048704,I cubettoni,ingredient
How many calories are there in 100g of McCain I cubettoni?,8710438048704,I cubettoni,nutrition
Are McCain I cubettoni suitable for a low-salt diet?,8710438048704,I cubettoni,constraint
What are the main ingredients in chef select's Mediterrán salátakeverék?,20755638,Mediterrán salátakeverék,ingredient
How many calories are in 100g of Mediterrán salátakeverék by chef select?,20755638,Mediterrán salátakeverék,nutrition
Is there any fat in chef select's Mediterrán salátakeverék?,20755638,Mediterrán salátakeverék,nutrition
What are the ingredients in Dia's low-fat turkey breast?,8410843137771,Pechuga de pavo bajo en grasa,ingredient
Does Dia's low-fat turkey breast contain any allergens?,8410843137771,Pechuga de pavo bajo en grasa,allergen
How many calories are in 100g of Dia's turkey breast?,8410843137771,Pechuga de pavo bajo en grasa,nutrition
What ingredients are in La belle-iloise Émietté de maquereau?,3660088125797,Émietté de maquereau,ingredient
Is there any added sulphites in the Émietté de maquereau by La belle-iloise?,3660088125797,Émietté de maquereau,allergen
How many calories are in 100 grams of Émietté de maquereau from La belle-iloise?,3660088125797,Émietté de maquereau,nutrition
What are the ingredients in Daddy's natural sugar substitute?,3165437211003,Stevia blanc,ingredient
How many calories are in Daddy stevia sweetener?,3165437211003,Stevia blanc,nutrition
Is there any sugar in Daddy's stevia sweetener?,3165437211003,Stevia blanc,nutrition
What are the ingredients in Classico Organic's tomato pasta sauce?,0041129395905,"Tomato, Herbs & Spices Pasta Sauce",ingredient
"How many calories are there in 100g of Classico Organic Tomato, Herbs & Spices Pasta Sauce?",0041129395905,"Tomato, Herbs & Spices Pasta Sauce",nutrition
Is there any added sugar in the tomato sauce made by Classico Organic?,0041129395905,"Tomato, Herbs & Spices Pasta Sauce",constraint
What are the main ingredients in Wholly's guacamole?,0616112031506,GUACAMOLE,ingredient
How many calories are in Wholly guacamole per 100g?,0616112031506,GUACAMOLE,nutrition
Does Wholly guacamole contain any added sugars?,0616112031506,GUACAMOLE,allergen
What brand offers protein chips made with a multi-grain blend and soya protein isolate?,8906076133265,Protein Chips,product_lookup
Are there any protein chips that contain milk or soy as allergens?,8906076133265,Protein Chips,allergen
What are the main ingredients in The Baker's Dozen protein chips?,8906076133265,Protein Chips,ingredient
How much protein can I find in 100 grams of The Baker's Dozen protein chips?,8906076133265,Protein Chips,nutrition
Can you recommend a type of chip with a high protein content?,8906076133265,Protein Chips,discovery
What are the main ingredients in Nabio's Kichererbse Tomate Aufstrich?,4013182020717,"Knallerbse, Kichererbse Tomate Aufstrich",ingredient
Is there any soybean allergen in Nabio's Knallerbse spread?,4013182020717,"Knallerbse, Kichererbse Tomate Aufstrich",allergen
How many calories are in 100 grams of Nabio's Kichererbse spread?,4013182020717,"Knallerbse, Kichererbse Tomate Aufstrich",nutrition
What are the ingredients in Proteini.si's chocolate whey protein powder?,3830059011156,100% Natural Whey Protein Chocolate,ingredient
Is there any gluten in the 100% Natural Whey Protein Chocolate by Proteini.si?,3830059011156,100% Natural Whey Protein Chocolate,allergen
How many calories are in 100 grams of Proteini.si's chocolate whey protein?,3830059011156,100% Natural Whey Protein Chocolate,nutrition
